Order_ID,Customer_Age,Customer_Type,Restaurant_Type,Cuisine_Type,Delivery_Distance_KM,Delivery_Time_Min,Order_Value_USD,Item_Count,Weather_Condition,Traffic_Level,Customer_Rating,Complaint_Flag,Refund_Flag,Revenue_USD,Profit_USD,City,Month,Quarter,Demand_Score,Churn_Risk
ORD0026399,18,New,Fast Food,Italian,1.62,62,251.64,11,Stormy,High,2.4,1,0,74.01,184.14,Mumbai,10,4,99.06,54.38
ORD0026400,74,Premium,Cafe,Indian,22.31,83,284.48,11,Rainy,Low,1.9,0,1,220.05,24.84,Singapore,2,1,22.49,17.18
ORD0026401,67,Premium,Cloud Kitchen,Mexican,3.01,98,270.37,13,Sunny,High,3.7,1,0,321.02,-7.09,Singapore,3,1,90.9,21.78
ORD0026402,45,Returning,Cafe,Indian,21.95,15,264.56,11,Sunny,Low,1.4,1,0,196.88,152.12,New York,2,1,75.05,49.86
ORD0026403,59,New,Restaurant,Italian,9.33,57,172.81,9,Rainy,Low,4.7,0,0,90.24,41.19,Sydney,5,2,9.56,2.75
ORD0026404,20,Returning,Cloud Kitchen,Chinese,22.82,107,253.86,13,Stormy,High,4.9,0,0,351.15,163.84,Mumbai,8,3,9.96,18.51
ORD0026405,61,Returning,Fast Food,Indian,19.91,58,85.87,8,Sunny,Medium,2,0,0,428.61,85.87,Singapore,3,1,62.8,29.05
ORD0026406,45,Premium,Fast Food,Mexican,12.56,64,281.09,5,Sunny,Low,4.3,0,0,74.73,109.7,Sydney,10,4,75.37,55.06
ORD0026407,23,Premium,Fast Food,Indian,15.94,87,132.9,3,Sunny,Medium,3.8,0,0,319.53,89.14,New York,4,2,50.78,81.97
ORD0026408,65,Returning,Cafe,Chinese,24.52,103,138.18,3,Stormy,Low,1.2,0,0,210.7,-13.8,Mumbai,6,2,16.88,20.55
ORD0026409,34,New,Fast Food,Chinese,7.06,98,127.98,2,Rainy,Low,1.6,0,0,236.54,45.87,Singapore,1,1,29.54,14.63
ORD0026410,31,New,Fast Food,Italian,22.68,67,115.51,2,Cloudy,High,1.9,0,0,125.67,-3.7,London,5,2,0.6,42.79
ORD0026411,56,New,Cafe,Indian,7.78,13,273.15,4,Sunny,Medium,4.4,0,0,400.67,30.47,New York,4,2,77.02,32.93
ORD0026412,57,Premium,Cafe,Indian,17.52,28,118.98,9,Cloudy,High,4.7,0,1,173.75,19.61,New York,12,4,44.07,12.35
ORD0026413,26,Returning,Cafe,Indian,16.36,92,204.18,7,Stormy,High,2.5,0,0,450.63,152.52,Mumbai,10,4,91.17,93.9
ORD0026414,61,New,Cloud Kitchen,Indian,19.66,49,179.33,10,Sunny,Medium,4.2,0,0,131.88,75.52,London,2,1,65.47,39.76
ORD0026415,24,Returning,Restaurant,Mexican,23.3,71,290.97,9,Cloudy,High,1,0,0,422.81,168.02,Sydney,1,1,92.6,40.31
ORD0026416,23,Premium,Cloud Kitchen,Indian,11.67,78,31.67,6,Rainy,Medium,5,1,0,61.76,3.34,New York,5,2,72.71,32.46
ORD0026417,72,Returning,Cloud Kitchen,Mexican,12.75,64,118.07,12,Stormy,Medium,2.9,0,0,399.31,-14.59,Singapore,5,2,53.63,88.17
ORD0026418,34,Returning,Fast Food,Chinese,17.36,102,111.75,5,Rainy,Low,3.9,0,0,17.77,29.72,Mumbai,2,1,27.89,45.6
ORD0026419,19,Premium,Restaurant,Indian,8.89,116,268.09,4,Cloudy,High,2.8,0,0,312.2,150.63,Sydney,3,1,19.44,44.48
ORD0026420,27,Returning,Cloud Kitchen,Indian,21.98,79,233.94,14,Cloudy,Low,1.1,0,0,368.16,-13.37,New York,8,3,52.99,71.59
ORD0026421,51,Premium,Cafe,Mexican,13.31,29,272.13,8,Cloudy,High,3.2,1,0,473.62,89.82,New York,8,3,85.51,55.47
ORD0026422,71,Returning,Restaurant,Chinese,1.12,44,216.84,7,Stormy,Medium,4.4,0,0,326.69,138.14,New York,12,4,72.2,44
ORD0026423,27,Returning,Fast Food,Indian,6.18,76,130.8,7,Rainy,High,3.3,0,0,468.74,160.5,New York,6,2,77.24,40.7
ORD0026424,29,Premium,Restaurant,Chinese,22.79,73,17.75,4,Sunny,High,1.2,1,0,212.24,32.08,Singapore,1,1,94.46,24.44
ORD0026425,38,Premium,Fast Food,Italian,16.67,38,83.58,3,Rainy,High,4.7,0,0,325.56,191.21,New York,5,2,14.36,89.83
ORD0026426,74,New,Fast Food,Mexican,11.75,87,242.84,7,Rainy,High,4.1,0,0,381.88,117.17,London,6,2,38.74,16.7
ORD0026427,42,Premium,Cloud Kitchen,Indian,12.72,15,7.53,1,Stormy,Low,1.8,0,0,418.43,196.58,Sydney,1,1,21.37,53.95
ORD0026428,35,Premium,Cloud Kitchen,Indian,19.66,71,38.38,8,Cloudy,High,2.5,0,0,192.54,9.65,London,5,2,34.42,21.46
ORD0026429,51,New,Cloud Kitchen,Chinese,17.68,52,200.41,9,Stormy,High,4.9,0,0,348.59,49.74,London,4,2,78.13,32.72
ORD0026430,55,Premium,Restaurant,Indian,14.34,64,257.35,11,Sunny,Medium,2.7,0,0,301.46,24.33,Mumbai,6,2,8.46,54.05
ORD0026431,44,Premium,Cloud Kitchen,Mexican,14.3,53,125.22,1,Stormy,Low,1.9,0,0,132.76,82.52,New York,2,1,22.86,92.29
ORD0026432,36,New,Fast Food,Italian,17.24,69,268.06,3,Sunny,High,1.3,0,0,154.52,137.27,New York,6,2,72.52,69.38
ORD0026433,48,New,Cloud Kitchen,Indian,3.98,10,145.81,10,Sunny,Medium,2.4,1,0,194.4,84.42,New York,7,3,61.29,85.57
ORD0026434,51,Returning,Cafe,Chinese,19.29,49,124.34,9,Rainy,High,3.8,0,0,491.95,-7.76,Mumbai,12,4,21.15,97.96
ORD0026435,67,New,Cafe,Indian,2.66,107,79.02,9,Stormy,Medium,2.1,0,0,225.44,61.09,Mumbai,10,4,48.22,48.17
ORD0026436,38,Returning,Cafe,Chinese,11.63,56,212.86,6,Sunny,Low,3.6,1,0,340.52,9.82,New York,10,4,16.84,29.79
ORD0026437,27,Returning,Cafe,Italian,13.46,103,256.4,3,Cloudy,Low,4.5,0,0,424.19,14.25,Singapore,12,4,85.41,91.11
ORD0026438,52,Returning,Restaurant,Chinese,14.7,31,195.05,14,Rainy,Low,1.6,0,0,340.5,193.32,London,3,1,46.02,60.95
ORD0026439,64,Returning,Fast Food,Chinese,4.52,80,79.1,5,Stormy,Medium,1.2,1,0,459.42,125.26,Mumbai,12,4,68.43,81.58
ORD0026440,29,Premium,Cafe,Italian,22.4,55,123.82,5,Rainy,High,2.1,0,0,25.16,183.59,Singapore,3,1,90.82,89.7
ORD0026441,50,New,Cafe,Italian,14.13,119,69.86,4,Cloudy,Low,4.6,0,0,251.2,-17.38,Mumbai,12,4,20.46,43.15
ORD0026442,36,New,Cloud Kitchen,Mexican,14.66,102,288.99,4,Stormy,High,2.7,1,0,212.06,47.87,Mumbai,2,1,85.4,16.34
ORD0026443,73,Returning,Fast Food,Indian,20.88,25,43.14,4,Sunny,Low,1.4,0,0,84.39,19.74,Sydney,12,4,86.75,43.55
ORD0026444,20,Premium,Cafe,Indian,7.35,112,32.69,9,Sunny,High,1.1,0,0,235.24,55.62,London,3,1,42.86,37.44
ORD0026445,44,Premium,Restaurant,Italian,19.64,61,83.5,7,Cloudy,High,2.6,0,0,122.94,88.4,Sydney,7,3,66.57,67.59
ORD0026446,62,Premium,Cloud Kitchen,Mexican,9.96,76,122.46,11,Cloudy,High,4.4,0,1,151.66,30.69,London,9,3,83.91,50.65
ORD0026447,67,Premium,Fast Food,Chinese,9.78,96,20.81,11,Rainy,Low,1.8,0,0,176.52,16.44,Mumbai,10,4,33.86,7.23
ORD0026448,48,Returning,Restaurant,Indian,19.42,39,47.72,13,Sunny,High,3.7,0,0,17.08,125.6,Sydney,3,1,27.65,27.18
ORD0026449,48,New,Cloud Kitchen,Chinese,10.28,86,298.54,10,Sunny,Medium,3.5,0,0,480.49,-10.93,Sydney,6,2,12.33,83.52
ORD0026450,25,New,Cafe,Italian,21.43,103,99.5,14,Cloudy,High,2,0,0,109.91,188.93,Sydney,10,4,6.66,14.35
ORD0026451,50,Returning,Fast Food,Italian,0.64,66,267.26,4,Rainy,High,4.7,0,0,309.16,112.62,New York,12,4,28.23,48.75
ORD0026452,34,Premium,Restaurant,Italian,16.93,57,80.64,12,Sunny,High,2.2,0,0,284.28,106.49,Mumbai,3,1,44.99,86.15
ORD0026453,45,Returning,Cafe,Chinese,11.16,64,48.49,3,Sunny,Medium,4.4,0,0,381.97,34.36,Singapore,10,4,43.33,75
ORD0026454,62,New,Fast Food,Indian,13.85,109,7.14,12,Stormy,High,3.4,0,0,271.93,34.7,New York,5,2,41.75,15.58
ORD0026455,24,Premium,Cafe,Mexican,5.97,101,20.46,13,Cloudy,Low,4.2,0,0,67.33,98.94,Sydney,8,3,73.06,17.01
ORD0026456,57,Returning,Fast Food,Chinese,23.49,46,290.15,11,Stormy,High,3.5,0,0,460.62,133.88,Sydney,8,3,35.77,89.21
ORD0026457,34,Premium,Cloud Kitchen,Italian,21.4,12,127.49,11,Stormy,Medium,4.9,0,0,45.78,-0.8,New York,9,3,75.8,36.64
ORD0026458,27,Premium,Restaurant,Chinese,14.6,102,293.28,13,Rainy,Low,2.1,0,0,482.58,32.93,New York,1,1,6.18,34.68
ORD0026459,33,New,Cafe,Mexican,17.03,19,199.33,6,Stormy,Medium,2.8,0,0,338.33,6.83,Sydney,3,1,26.01,59.59
ORD0026460,45,Premium,Restaurant,Italian,22.96,58,126.89,9,Cloudy,Medium,2.6,0,0,39.93,189.89,Mumbai,6,2,40.06,9.51
ORD0026461,30,Returning,Cloud Kitchen,Italian,2.24,90,208.58,12,Sunny,Medium,1.8,0,0,304.4,132.15,Sydney,9,3,77.31,74.02
ORD0026462,21,New,Fast Food,Mexican,0.92,17,89.04,6,Stormy,Low,4.6,0,0,140.23,101.92,London,9,3,11.05,83.9
ORD0026463,60,New,Cafe,Italian,23.56,54,100.72,1,Sunny,Low,2.9,0,0,208.05,183.67,Sydney,6,2,3.1,94.4
ORD0026464,40,New,Fast Food,Italian,18.62,79,205.47,11,Stormy,High,3.2,0,0,115.52,-12.24,Singapore,1,1,51.7,23.55
ORD0026465,40,Returning,Fast Food,Mexican,21.38,44,67.1,14,Sunny,Low,1.9,0,0,210.32,36.83,New York,2,1,87.49,55.73
ORD0026466,73,Premium,Fast Food,Mexican,7.78,117,164.35,9,Rainy,Low,3.9,0,0,245.25,188.16,New York,6,2,29.87,84.51
ORD0026467,64,Premium,Cafe,Chinese,9.07,116,89.67,2,Sunny,Medium,2.4,0,0,343.66,66.36,Singapore,5,2,29.42,84.66
ORD0026468,66,New,Fast Food,Chinese,8.7,15,292.5,10,Sunny,Low,3.7,0,0,52.47,2.94,Sydney,6,2,68.67,42.18
ORD0026469,41,Premium,Cafe,Indian,0.6,93,56.49,2,Rainy,Low,1.1,1,0,89.71,148.37,Sydney,12,4,62.64,61.22
ORD0026470,32,Returning,Fast Food,Chinese,1.2,38,68.91,10,Sunny,Medium,1.7,0,0,312.15,185.89,Singapore,5,2,99.04,91.77
ORD0026471,28,Returning,Cloud Kitchen,Italian,11.5,66,243.73,7,Rainy,Medium,5,0,0,321.68,42.31,London,8,3,26.51,2.15
ORD0026472,21,Returning,Restaurant,Mexican,22.45,22,101.4,1,Sunny,Low,1.9,0,0,499.4,20.26,Mumbai,9,3,14.51,53.96
ORD0026473,30,Premium,Restaurant,Indian,8.09,108,108.33,9,Sunny,Medium,3.8,0,0,39.31,82.23,New York,5,2,1.7,81.22
ORD0026474,73,Returning,Cloud Kitchen,Chinese,14.42,41,41.05,14,Sunny,Low,1.3,0,0,375.92,35.98,London,2,1,45.76,31.43
ORD0026475,28,New,Fast Food,Indian,12.18,38,186.56,5,Sunny,Medium,3.9,0,0,368.4,27.18,Sydney,9,3,17.97,60.05
ORD0026476,33,New,Cloud Kitchen,Indian,23.37,78,252.59,12,Cloudy,Low,3,1,1,85.71,154.48,London,2,1,74.93,71.05
ORD0026477,38,Returning,Cafe,Chinese,3.02,91,270.31,4,Cloudy,Medium,4.3,0,0,295.85,143.19,New York,11,4,36.47,34.94
ORD0026478,39,Returning,Fast Food,Italian,22.51,102,189.27,6,Sunny,Low,3,0,0,472.13,101.76,New York,8,3,77.29,20.39
ORD0026479,54,Returning,Cafe,Mexican,5.91,41,61.09,1,Sunny,High,2.3,0,0,450.01,140.89,Mumbai,3,1,76.34,28.41
ORD0026480,74,New,Fast Food,Chinese,14.49,63,193.04,7,Rainy,Medium,3.2,0,0,364.17,117.68,London,5,2,89.06,25.26
ORD0026481,40,Returning,Cloud Kitchen,Indian,23.72,92,153.71,10,Rainy,High,1.9,1,0,176.03,44,Mumbai,5,2,67.31,46.96
ORD0026482,66,New,Restaurant,Chinese,11.94,76,160.8,13,Cloudy,High,1.6,1,0,263.21,196.67,Mumbai,11,4,94.4,17.86
ORD0026483,54,New,Restaurant,Chinese,20.68,104,45.62,3,Sunny,Medium,3.3,0,0,477.62,69.33,Singapore,2,1,25.28,58.83
ORD0026484,37,Returning,Restaurant,Indian,7.08,42,226.5,12,Sunny,Low,1.6,0,0,134.31,10.82,Mumbai,5,2,84.04,35.35
ORD0026485,47,Returning,Restaurant,Chinese,18.24,119,61.83,5,Sunny,High,4.8,0,0,123.8,88.43,Sydney,1,1,16.29,5.8
ORD0026486,65,Returning,Cafe,Italian,22.35,53,197.22,14,Sunny,Low,3.9,0,0,169.57,154.88,New York,9,3,85.77,56.92
ORD0026487,35,New,Cafe,Chinese,13.85,33,79.16,10,Rainy,High,1.3,0,0,116.01,34.72,Sydney,6,2,44.03,38.15
ORD0026488,46,New,Fast Food,Indian,5.43,40,188.48,9,Sunny,Low,2,1,0,369.15,39.15,Sydney,11,4,39.66,63.56
ORD0026489,27,New,Fast Food,Mexican,4.54,26,27.24,4,Cloudy,High,3.2,0,0,125.73,123.56,Mumbai,3,1,36.78,87.82
ORD0026490,59,New,Cloud Kitchen,Italian,22.67,88,44.21,1,Rainy,Low,1.7,0,0,79.65,-11.07,Singapore,9,3,22.53,47.44
ORD0026491,25,Returning,Cloud Kitchen,Indian,3.93,31,289.72,12,Cloudy,Low,3.4,0,1,53.69,-12.33,New York,9,3,91.67,29
ORD0026492,27,New,Cloud Kitchen,Mexican,1.81,113,264.2,10,Cloudy,High,3.9,0,0,161.14,73.85,New York,2,1,8.74,0.88
ORD0026493,47,Premium,Fast Food,Indian,6.82,51,164.18,14,Cloudy,Low,3.8,0,0,27.12,102.62,London,6,2,63.26,61.31
ORD0026494,71,Returning,Restaurant,Italian,9.85,105,128.53,12,Stormy,High,3.2,0,0,247.9,-6.57,Sydney,8,3,71.73,90.45
ORD0026495,42,Premium,Fast Food,Indian,24.29,62,208.26,9,Cloudy,High,3.8,0,0,175.48,158.24,New York,1,1,46.36,32.51
ORD0026496,69,New,Fast Food,Indian,3.17,56,253.12,1,Sunny,Low,1.5,0,0,324.92,158.23,London,6,2,93.23,63.05
ORD0026497,34,Returning,Fast Food,Italian,3.28,110,241.24,5,Cloudy,Low,4.1,1,0,72.44,47.69,London,3,1,91.52,84.63
ORD0026498,54,Premium,Restaurant,Italian,18.42,109,160.74,4,Rainy,Low,2.3,0,0,445.03,63.02,Mumbai,9,3,29.02,49.58
ORD0026499,69,New,Fast Food,Italian,4.21,103,113.79,12,Cloudy,High,4.4,0,0,348.09,73.23,Mumbai,11,4,76.82,19.53
ORD0026500,31,New,Cafe,Chinese,11.56,96,143.52,2,Cloudy,High,4.4,0,0,210.27,50.49,London,7,3,19.18,14.62
ORD0026501,53,New,Restaurant,Chinese,16.47,58,150.62,9,Rainy,Low,1.6,0,0,60.25,71.34,Mumbai,6,2,47.21,31.14
ORD0026502,47,New,Restaurant,Italian,12.18,98,259.25,1,Sunny,Medium,3.4,0,0,81.19,-2.13,Mumbai,12,4,95.33,82.95
ORD0026503,63,New,Restaurant,Indian,22.25,117,31.05,1,Cloudy,Low,1.7,0,0,415,174.44,Singapore,12,4,21.46,32.65
ORD0026504,62,Premium,Restaurant,Italian,18.72,119,81.67,10,Cloudy,Medium,3.5,0,0,103.55,115.37,Sydney,9,3,47.68,45.52
ORD0026505,65,Premium,Restaurant,Mexican,20.88,115,237.85,11,Rainy,Medium,3.7,0,0,303,51.2,Sydney,1,1,16.83,21.92
ORD0026506,46,Premium,Cloud Kitchen,Italian,6.83,68,35.6,8,Sunny,Medium,3.7,0,0,66.95,72.36,London,11,4,29.07,12.61
ORD0026507,53,Returning,Cafe,Chinese,14.91,65,173.93,5,Stormy,Low,1.5,0,0,235.68,117.65,Mumbai,11,4,44.87,99.99
ORD0026508,38,New,Cafe,Chinese,14.06,63,284.66,14,Sunny,Low,3.7,0,0,49.82,73.09,London,5,2,41.38,97.14
ORD0026509,44,Returning,Cloud Kitchen,Italian,5.46,51,299.54,3,Stormy,Medium,5,0,0,93.05,44.98,New York,3,1,52.42,47.37
ORD0026510,55,New,Restaurant,Italian,21.35,74,46.82,6,Cloudy,Low,4.7,0,0,211.67,160.42,Sydney,9,3,0.31,90.31
ORD0026511,45,Premium,Cafe,Chinese,2.28,117,165.3,8,Sunny,High,2.6,0,0,253.08,130.77,Singapore,7,3,14.73,56.28
ORD0026512,35,New,Fast Food,Chinese,22.46,16,58.65,7,Rainy,Medium,4.5,0,0,486.52,29.59,New York,2,1,6.81,31.64
ORD0026513,44,Returning,Cloud Kitchen,Chinese,2.51,31,101.92,14,Stormy,High,2.2,0,0,349.17,167.55,Sydney,5,2,24.97,3.51
ORD0026514,29,Premium,Fast Food,Italian,17.02,64,210.72,1,Sunny,High,2.7,0,0,485.21,182,Singapore,9,3,70.77,52.17
ORD0026515,73,Premium,Fast Food,Chinese,14.29,101,59.15,6,Stormy,Low,4.1,0,0,324.93,158.17,Mumbai,9,3,53.5,24.32
ORD0026516,32,New,Fast Food,Mexican,11.18,75,179.9,1,Cloudy,High,4.2,0,0,329.14,51.15,Sydney,3,1,26.1,23.86
ORD0026517,49,New,Fast Food,Italian,18.68,101,194.23,2,Rainy,High,3.5,0,1,476.95,172.43,Singapore,5,2,72.99,99.02
ORD0026518,24,New,Fast Food,Chinese,21.45,87,254.33,8,Sunny,Medium,1.4,0,0,188.68,125.41,London,6,2,51.41,43.9
ORD0026519,29,New,Cloud Kitchen,Mexican,16.16,24,185.34,10,Rainy,Low,3.9,0,0,214.24,-4.36,Sydney,4,2,33.4,74.38
ORD0026520,38,New,Restaurant,Italian,6.92,94,117.05,2,Cloudy,Medium,2.9,0,0,126.7,-10.34,London,12,4,22.79,37.55
ORD0026521,71,Returning,Cafe,Mexican,16.39,58,203.9,2,Rainy,High,2.5,0,1,158.62,17.95,Sydney,4,2,14.62,48.71
ORD0026522,40,Returning,Restaurant,Italian,5.85,80,114.06,1,Stormy,Medium,2.2,0,0,40.48,87.88,Sydney,12,4,13.53,45.22
ORD0026523,22,New,Cafe,Mexican,1.5,15,85.78,4,Stormy,High,4.7,0,0,164.5,69.28,Singapore,5,2,86.44,66.52
ORD0026524,27,New,Restaurant,Mexican,3.95,29,60.15,6,Stormy,High,3.6,0,1,132.9,16.29,Singapore,10,4,69.19,51.98
ORD0026525,56,New,Restaurant,Indian,22.51,19,224.11,9,Cloudy,Medium,1.8,0,0,150.78,44.4,Mumbai,2,1,12.76,36.01
ORD0026526,39,Premium,Restaurant,Chinese,11.33,48,203.19,12,Cloudy,High,1,0,0,477.2,140.96,New York,1,1,88.74,18.41
ORD0026527,63,Premium,Cloud Kitchen,Italian,2.07,53,16.01,4,Cloudy,High,4.6,0,0,182.27,188.13,Mumbai,3,1,26.32,39.74
ORD0026528,32,Returning,Fast Food,Chinese,6.22,47,235.84,8,Rainy,Low,4.3,0,0,332.86,111.87,New York,6,2,80.85,1.74
ORD0026529,66,Returning,Cloud Kitchen,Mexican,17.58,101,139.39,11,Stormy,Low,4.3,1,1,62.88,175.2,Singapore,4,2,13.96,58.46
ORD0026530,74,New,Cafe,Indian,13.08,29,52.71,1,Rainy,High,1.4,0,0,208.31,72.12,London,2,1,84.93,3.78
ORD0026531,18,Premium,Restaurant,Italian,6.37,67,12.25,10,Cloudy,Low,3.9,0,0,314.66,37.18,Sydney,12,4,71.75,57.58
ORD0026532,48,New,Restaurant,Italian,1.72,48,262.82,6,Rainy,High,4.2,1,0,307.56,175.78,Mumbai,11,4,92.36,60.5
ORD0026533,62,Premium,Fast Food,Indian,24.6,97,201.71,11,Stormy,Medium,1.9,0,0,495.24,103.44,Sydney,6,2,50.57,1.54
ORD0026534,67,New,Cafe,Mexican,17.5,119,50.74,8,Rainy,Medium,3.9,0,0,13.38,41.61,New York,8,3,77.25,59.86
ORD0026535,67,Returning,Cloud Kitchen,Mexican,12.72,91,125.58,10,Stormy,High,3.3,0,0,377.29,188.82,Singapore,11,4,57.19,62.18
ORD0026536,73,Returning,Fast Food,Indian,13.08,82,231.38,9,Cloudy,Low,4.9,0,0,398.05,2.05,Mumbai,1,1,27.43,35.46
ORD0026537,47,New,Restaurant,Indian,17.52,33,144.62,7,Stormy,High,1.7,0,0,174.58,75.16,Mumbai,8,3,13.47,36.28
ORD0026538,69,Premium,Fast Food,Indian,2.75,90,170.24,10,Rainy,Low,2.6,0,0,192.58,17.93,Sydney,4,2,77.17,16.05
ORD0026539,41,New,Cloud Kitchen,Chinese,20.72,117,47.02,5,Sunny,Low,1.3,0,1,215.06,117.24,Mumbai,1,1,56.55,9.42
ORD0026540,36,Returning,Cafe,Italian,21.09,60,195.68,6,Stormy,Low,3.2,0,0,190.3,33.61,Sydney,2,1,14.06,23.97
ORD0026541,44,New,Restaurant,Mexican,14.28,16,235.79,5,Cloudy,High,4.2,1,0,337.22,164.63,London,8,3,45.53,38.71
ORD0026542,20,Returning,Fast Food,Indian,24.52,56,172.51,14,Sunny,High,3.1,0,0,71.67,96.18,Singapore,6,2,12.75,9.92
ORD0026543,33,New,Cloud Kitchen,Indian,19.34,62,113.85,10,Rainy,Medium,2.9,0,0,332.46,147.13,New York,10,4,6.4,8.16
ORD0026544,70,Returning,Fast Food,Indian,2.99,23,251.35,1,Stormy,Low,1.9,0,0,226.5,-11.21,Sydney,11,4,79.88,28.66
ORD0026545,19,Premium,Cloud Kitchen,Italian,3.04,19,66.48,7,Cloudy,Low,3.3,0,1,130.59,20.85,New York,5,2,5.18,50.41
ORD0026546,53,Premium,Cloud Kitchen,Indian,6.58,102,153.43,10,Cloudy,High,1.7,0,0,475.32,127.6,Singapore,5,2,88.26,91.23
ORD0026547,58,Returning,Restaurant,Mexican,2.69,70,120.35,3,Rainy,Low,1.7,0,0,17.89,74.36,Singapore,7,3,85.06,76.62
ORD0026548,63,Premium,Fast Food,Mexican,13.77,33,85.08,9,Stormy,Medium,3.5,0,0,364.27,157.31,Singapore,12,4,10.38,40.98
ORD0026549,30,New,Cafe,Italian,7.31,86,240.35,5,Stormy,Medium,3,0,0,40.75,135.12,New York,11,4,4.61,52.03
ORD0026550,64,New,Restaurant,Mexican,15.56,87,137.72,12,Cloudy,High,4.2,1,0,215.52,136.59,Singapore,7,3,68.74,11.84
ORD0026551,29,Premium,Restaurant,Italian,23.77,40,191.67,6,Stormy,Medium,2.2,0,0,113.96,189.45,Sydney,12,4,19.6,74.27
ORD0026552,65,Returning,Fast Food,Indian,7.49,111,44.25,5,Rainy,High,4,0,0,355.46,62.85,Singapore,12,4,74.38,37.58
ORD0026553,20,Premium,Restaurant,Indian,13.01,81,97.74,8,Sunny,Low,1.3,0,0,90.18,52.91,New York,4,2,52.31,53.58
ORD0026554,72,Premium,Cafe,Chinese,13.98,99,93.25,2,Sunny,High,2.3,0,0,183.89,158.32,Mumbai,7,3,64.63,7.98
ORD0026555,50,New,Restaurant,Italian,13.75,103,70.46,3,Stormy,High,2.8,0,0,454.22,127.49,Mumbai,3,1,60.47,96.06
ORD0026556,59,New,Restaurant,Mexican,14.12,100,69.88,9,Rainy,Low,1.1,0,0,33.1,-12.05,London,5,2,92.47,97.16
ORD0026557,31,Returning,Restaurant,Italian,13.23,70,33.49,1,Sunny,Low,2.5,0,0,210.99,178.37,Sydney,6,2,42.72,0.26
ORD0026558,68,Premium,Cloud Kitchen,Indian,10.48,104,144.05,2,Rainy,Medium,1.5,0,0,383.75,195.28,New York,7,3,46.52,40.28
ORD0026559,49,Premium,Cloud Kitchen,Indian,15.87,10,101.54,10,Stormy,Low,1.7,0,0,333.15,-3.57,New York,6,2,57.45,95.49
ORD0026560,36,New,Fast Food,Indian,11.54,48,58.85,14,Cloudy,High,2.8,0,0,115.7,185.97,London,2,1,53.99,89.83
ORD0026561,64,Premium,Restaurant,Indian,19.94,11,87.99,10,Cloudy,High,4.6,0,0,71.8,46.5,London,8,3,1.39,80.58
ORD0026562,65,Returning,Cafe,Italian,3.31,10,195.14,1,Sunny,Medium,1.6,0,0,251.93,135.87,New York,7,3,67.08,60.15
ORD0026563,52,Returning,Restaurant,Italian,16.98,74,66.92,11,Rainy,High,2.4,1,0,235.2,53.13,Mumbai,4,2,78.42,41.8
ORD0026564,21,New,Cafe,Mexican,3.84,64,143.36,4,Rainy,Low,4.1,0,0,140.68,161.71,Mumbai,6,2,55.29,45.35
ORD0026565,71,New,Cafe,Mexican,7.78,39,24.38,5,Rainy,Medium,2.7,0,0,322.98,164.34,London,8,3,6.86,95.58
ORD0026566,64,Returning,Restaurant,Chinese,18.04,58,263.79,11,Cloudy,Medium,2.7,0,0,250.77,110.89,Singapore,5,2,32.34,89.43
ORD0026567,71,Premium,Cafe,Chinese,21.67,100,286.33,12,Stormy,Medium,4.2,0,0,131.6,149.51,Singapore,8,3,66.84,88.43
ORD0026568,48,Returning,Cafe,Chinese,23.29,87,123.93,9,Sunny,Low,3.6,0,0,165.05,187.49,New York,4,2,90.7,70.03
ORD0026569,67,New,Restaurant,Mexican,9.44,82,63.74,2,Rainy,Medium,2.6,0,0,293.1,129.42,London,1,1,43.12,86.38
ORD0026570,68,Returning,Cloud Kitchen,Italian,13.12,32,230.66,3,Sunny,Medium,2,1,0,166.16,137.73,New York,7,3,73.39,48.91
ORD0026571,44,New,Cafe,Mexican,16.72,31,44.58,9,Cloudy,High,1.5,0,0,227.71,168.91,Mumbai,10,4,46.08,34.52
ORD0026572,49,Premium,Cloud Kitchen,Indian,21.84,105,181.2,12,Stormy,Medium,1.2,0,0,491.05,44.8,London,12,4,17.44,22.65
ORD0026573,36,Returning,Restaurant,Italian,18.38,32,159.17,11,Stormy,Medium,2.3,0,0,64.89,118.53,Singapore,6,2,54.73,37.24
ORD0026574,46,Premium,Fast Food,Italian,1.89,33,269.75,5,Sunny,Medium,2.8,0,0,125.2,123.63,New York,12,4,18.4,26.03
ORD0026575,29,New,Fast Food,Chinese,9.42,22,277.24,14,Sunny,Low,1.7,0,0,450.93,-13.46,New York,2,1,87.15,6.25
ORD0026576,36,New,Restaurant,Chinese,10.94,79,186.91,13,Cloudy,Medium,2.8,0,0,195.29,14.48,New York,8,3,29.45,33.94
ORD0026577,39,Premium,Cafe,Mexican,16.63,62,205.99,2,Cloudy,Medium,3.4,0,0,258.96,115.47,Mumbai,12,4,89.28,69.05
ORD0026578,18,Returning,Cloud Kitchen,Indian,13.62,82,248.28,13,Cloudy,Medium,1.6,0,0,102.37,164.48,Mumbai,5,2,13.17,63.33
ORD0026579,57,Returning,Fast Food,Italian,20.71,97,96.38,6,Cloudy,Medium,3.9,0,0,406.48,82.85,Mumbai,11,4,82.86,0.31
ORD0026580,74,Returning,Restaurant,Mexican,16.51,86,131.42,9,Cloudy,Low,4.1,0,0,96.14,125.67,Mumbai,5,2,83.11,65.07
